filename,filename_path,xmin,ymin,xmax,ymax,w,h,label_txt,label
C_169,../../01.Datasets/processed/images_train/fechas/C_169.jpg,111,7,120,16,9,9,2,3
C_169,../../01.Datasets/processed/images_train/fechas/C_169.jpg,120,8,128,19,8,11,0,1
C_169,../../01.Datasets/processed/images_train/fechas/C_169.jpg,128,10,136,18,8,8,2,3
C_169,../../01.Datasets/processed/images_train/fechas/C_169.jpg,140,8,148,18,8,10,1,2
C_169,../../01.Datasets/processed/images_train/fechas/C_169.jpg,40,7,151,21,111,14,date,12
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,43,10,126,20,83,10,date,12
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,43,10,53,20,10,10,1,2
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,52,10,60,20,8,10,7,8
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,62,12,68,17,6,5,-,11
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,68,10,79,20,11,10,0,1
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,78,10,86,20,8,10,5,6
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,87,12,93,17,6,5,-,11
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,94,10,103,20,9,10,2,3
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,103,10,111,20,8,10,0,1
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,110,10,117,20,7,10,2,3
C_17,../../01.Datasets/processed/images_train/fechas/C_17.jpg,117,10,126,21,9,11,1,2
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,23,10,32,19,9,9,2,3
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,35,9,44,19,9,10,7,8
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,52,11,59,15,7,4,-,11
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,60,9,69,19,9,10,0,1
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,69,10,78,18,9,8,7,8
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,83,11,91,16,8,5,-,11
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,95,9,102,18,7,9,2,3
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,105,10,114,18,9,8,0,1
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,114,9,123,17,9,8,2,3
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,126,8,134,18,8,10,1,2
C_171,../../01.Datasets/processed/images_train/fechas/C_171.jpg,22,7,135,19,113,12,date,12
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,30,10,38,19,8,9,2,3
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,41,10,49,19,8,9,2,3
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,53,13,59,17,6,4,-,11
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,65,10,75,20,10,10,0,1
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,77,10,86,19,9,9,7,8
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,90,12,96,15,6,3,-,11
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,102,10,107,17,5,7,2,3
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,110,10,116,19,6,9,0,1
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,117,10,126,18,9,8,2,3
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,130,9,137,19,7,10,1,2
C_173,../../01.Datasets/processed/images_train/fechas/C_173.jpg,30,9,138,20,108,11,date,12
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,31,9,36,15,5,6,0,1
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,38,9,46,16,8,7,2,3
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,45,10,52,15,7,5,-,11
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,55,7,63,16,8,9,2,3
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,63,7,72,16,9,9,8,9
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,76,9,82,15,6,6,-,11
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,85,7,94,16,9,9,2,3
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,94,7,102,16,8,9,0,1
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,102,9,108,16,6,7,2,3
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,111,7,114,16,3,9,1,2
C_185,../../01.Datasets/processed/images_train/fechas/C_185.jpg,30,6,116,17,86,11,date,12
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,32,10,40,18,8,8,2,3
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,38,10,46,19,8,9,2,3
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,48,12,53,16,5,4,-,11
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,55,10,63,18,8,8,0,1
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,64,10,72,18,8,8,2,3
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,74,13,82,17,8,4,-,11
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,86,10,93,18,7,8,2,3
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,93,11,99,17,6,6,0,1
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,101,10,107,18,6,8,2,3
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,108,12,113,18,5,6,1,2
C_187,../../01.Datasets/processed/images_train/fechas/C_187.jpg,32,10,114,20,82,10,date,12
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,28,9,34,17,6,8,2,3
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,36,10,42,17,6,7,3,4
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,45,12,51,16,6,4,-,11
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,52,10,60,16,8,6,0,1
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,60,10,68,17,8,7,3,4
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,68,12,73,16,5,4,-,11
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,79,10,85,17,6,7,2,3
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,86,11,93,17,7,6,0,1
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,95,10,101,18,6,8,2,3
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,102,10,108,18,6,8,1,2
C_188,../../01.Datasets/processed/images_train/fechas/C_188.jpg,26,9,109,19,83,10,date,12
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,21,10,29,18,8,8,0,1
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,31,10,36,19,5,9,1,2
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,39,10,45,18,6,8,-,11
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,47,10,53,18,6,8,0,1
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,54,10,60,19,6,9,3,4
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,63,10,68,19,5,9,-,11
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,70,9,78,18,8,9,2,3
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,79,10,86,15,7,5,0,1
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,87,10,93,17,6,7,2,3
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,94,10,99,18,5,8,1,2
C_189,../../01.Datasets/processed/images_train/fechas/C_189.jpg,19,9,100,20,81,11,date,12
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,42,9,121,19,79,10,date,12
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,41,8,50,18,9,10,0,1
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,50,9,58,18,8,9,5,6
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,59,11,65,15,6,4,-,11
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,65,9,74,18,9,9,0,1
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,74,9,83,19,9,10,3,4
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,84,11,90,15,6,4,-,11
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,92,9,100,18,8,9,2,3
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,100,9,108,19,8,10,0,1
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,107,9,114,19,7,10,2,3
C_19,../../01.Datasets/processed/images_train/fechas/C_19.jpg,115,9,121,19,6,10,1,2
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,30,10,36,19,6,9,1,2
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,36,10,43,18,7,8,2,3
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,44,11,51,17,7,6,-,11
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,51,10,62,19,11,9,0,1
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,61,10,68,18,7,8,5,6
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,69,11,77,15,8,4,-,11
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,79,9,85,19,6,10,2,3
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,84,10,92,19,8,9,0,1
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,92,10,99,19,7,9,2,3
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,99,10,105,19,6,9,1,2
C_190,../../01.Datasets/processed/images_train/fechas/C_190.jpg,28,9,107,21,79,12,date,12
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,32,7,40,13,8,6,0,1
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,41,6,49,13,8,7,3,4
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,49,7,58,12,9,5,-,11
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,59,7,64,13,5,6,1,2
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,64,7,70,13,6,6,5,6
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,71,7,80,12,9,5,-,11
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,82,6,88,14,6,8,2,3
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,90,7,96,15,6,8,0,1
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,96,7,102,15,6,8,2,3
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,102,6,108,14,6,8,1,2
C_191,../../01.Datasets/processed/images_train/fechas/C_191.jpg,31,6,110,16,79,10,date,12
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,22,9,34,17,12,8,0,1
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,34,10,40,17,6,7,3,4
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,41,11,49,16,8,5,-,11
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,49,10,59,17,10,7,0,1
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,58,10,67,18,9,8,7,8
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,67,11,75,16,8,5,-,11
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,76,10,83,19,7,9,2,3
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,84,10,90,18,6,8,0,1
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,89,10,96,18,7,8,2,3
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,98,10,104,19,6,9,1,2
C_192,../../01.Datasets/processed/images_train/fechas/C_192.jpg,20,9,104,20,84,11,date,12
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,26,9,36,17,10,8,0,1
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,37,9,46,17,9,8,4,5
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,45,10,51,15,6,5,-,11
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,52,10,60,17,8,7,0,1
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,59,10,70,17,11,7,5,6
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,70,12,76,16,6,4,-,11
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,79,10,85,17,6,7,2,3
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,84,10,92,17,8,7,0,1
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,93,10,99,17,6,7,2,3
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,99,10,104,17,5,7,1,2
C_193,../../01.Datasets/processed/images_train/fechas/C_193.jpg,25,8,105,19,80,11,date,12
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,41,10,47,18,6,8,1,2
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,46,10,54,19,8,9,4,5
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,56,13,62,18,6,5,-,11
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,64,11,76,20,12,9,0,1
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,76,12,82,19,6,7,1,2
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,84,13,92,17,8,4,-,11
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,94,11,103,20,9,9,2,3
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,100,11,114,20,14,9,0,1
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,114,12,122,19,8,7,2,3
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,123,13,126,20,3,7,1,2
C_197,../../01.Datasets/processed/images_train/fechas/C_197.jpg,40,10,128,21,88,11,date,12
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,35,9,43,17,8,8,0,1
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,45,8,50,17,5,9,1,2
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,52,11,59,15,7,4,-,11
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,61,10,73,16,12,6,0,1
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,73,10,78,17,5,7,1,2
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,81,10,89,15,8,5,-,11
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,93,9,99,18,6,9,2,3
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,102,10,111,16,9,6,0,1
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,111,9,119,16,8,7,2,3
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,118,9,125,17,7,8,1,2
C_198,../../01.Datasets/processed/images_train/fechas/C_198.jpg,35,8,127,18,92,10,date,12
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,41,10,49,19,8,9,2,3
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,48,12,59,19,11,7,0,1
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,61,12,70,17,9,5,-,11
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,73,10,85,18,12,8,0,1
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,85,10,96,19,11,9,3,4
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,99,13,110,18,11,5,-,11
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,111,10,121,19,10,9,2,3
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,122,10,131,19,9,9,0,1
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,130,10,141,19,11,9,2,3
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,139,10,145,19,6,9,1,2
C_199,../../01.Datasets/processed/images_train/fechas/C_199.jpg,41,10,146,21,105,11,date,12
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,41,8,133,20,92,12,date,12
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,40,9,51,19,11,10,2,3
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,51,9,62,19,11,10,8,9
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,61,13,67,18,6,5,-,11
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,68,8,79,19,11,11,0,1
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,79,8,89,20,10,12,3,4
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,89,10,98,16,9,6,-,11
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,99,8,108,20,9,12,2,3
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,108,8,117,20,9,12,0,1
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,117,8,125,20,8,12,2,3
C_20,../../01.Datasets/processed/images_train/fechas/C_20.jpg,125,8,133,20,8,12,1,2
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,31,9,36,18,5,9,1,2
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,37,10,48,18,11,8,0,1
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,46,11,56,16,10,5,-,11
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,56,9,67,17,11,8,0,1
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,66,8,75,17,9,9,6,7
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,75,12,84,16,9,4,-,11
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,86,10,94,18,8,8,2,3
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,94,10,103,18,9,8,0,1
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,103,10,110,18,7,8,2,3
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,111,10,114,19,3,9,1,2
C_201,../../01.Datasets/processed/images_train/fechas/C_201.jpg,30,8,116,20,86,12,date,12
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,41,10,49,17,8,7,2,3
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,49,10,58,18,9,8,0,1
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,60,12,68,16,8,4,-,11
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,68,10,79,19,11,9,0,1
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,78,10,87,19,9,9,7,8
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,89,11,97,16,8,5,-,11
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,99,10,105,18,6,8,2,3
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,108,10,116,18,8,8,0,1
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,115,11,123,17,8,6,2,3
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,124,10,131,18,7,8,1,2
C_202,../../01.Datasets/processed/images_train/fechas/C_202.jpg,41,9,133,20,92,11,date,12
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,37,10,46,19,9,9,0,1
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,47,10,53,18,6,8,2,3
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,56,11,63,15,7,4,-,11
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,65,10,74,18,9,8,0,1
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,74,10,82,19,8,9,5,6
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,83,11,93,16,10,5,-,11
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,94,10,103,18,9,8,2,3
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,103,10,111,18,8,8,0,1
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,113,9,120,17,7,8,2,3
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,121,10,127,17,6,7,1,2
C_203,../../01.Datasets/processed/images_train/fechas/C_203.jpg,36,9,127,20,91,11,date,12
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,30,10,36,19,6,9,0,1
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,38,10,47,18,9,8,7,8
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,49,10,58,18,9,8,-,11
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,58,10,66,18,8,8,0,1
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,66,10,75,18,9,8,4,5
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,76,9,82,19,6,10,-,11
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,84,10,90,18,6,8,2,3
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,90,10,101,18,11,8,0,1
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,100,9,109,18,9,9,2,3
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,110,10,116,18,6,8,1,2
C_206,../../01.Datasets/processed/images_train/fechas/C_206.jpg,31,9,116,20,85,11,date,12
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,32,10,41,17,9,7,0,1
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,43,10,47,17,4,7,1,2
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,48,12,53,16,5,4,-,11
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,55,9,63,17,8,8,0,1
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,64,10,72,18,8,8,4,5
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,75,10,82,15,7,5,-,11
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,82,10,87,17,5,7,2,3
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,87,9,98,16,11,7,0,1
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,97,10,106,16,9,6,2,3
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,107,9,113,16,6,7,1,2
C_207,../../01.Datasets/processed/images_train/fechas/C_207.jpg,32,9,114,19,82,10,date,12
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,38,10,46,17,8,7,0,1
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,45,10,51,17,6,7,9,10
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,53,11,61,15,8,4,-,11
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,65,11,74,16,9,5,0,1
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,73,10,84,17,11,7,3,4
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,83,11,93,15,10,4,-,11
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,94,7,103,16,9,9,2,3
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,103,9,111,16,8,7,0,1
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,110,9,121,16,11,7,2,3
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,121,9,127,16,6,7,1,2
C_208,../../01.Datasets/processed/images_train/fechas/C_208.jpg,36,9,127,18,91,9,date,12
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,32,9,40,17,8,8,2,3
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,39,10,49,17,10,7,0,1
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,47,11,55,15,8,4,-,11
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,56,9,67,17,11,8,0,1
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,66,10,75,17,9,7,4,5
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,77,10,85,13,8,3,-,11
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,86,9,93,16,7,7,2,3
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,92,10,100,16,8,6,0,1
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,102,9,108,15,6,6,2,3
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,110,8,116,15,6,7,1,2
C_209,../../01.Datasets/processed/images_train/fechas/C_209.jpg,31,8,116,18,85,10,date,12
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,36,9,115,20,79,11,date,12
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,36,10,47,19,11,9,0,1
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,45,10,56,20,11,10,3,4
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,56,12,62,17,6,5,-,11
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,62,9,69,20,7,11,0,1
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,70,9,76,20,6,11,4,5
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,76,12,83,16,7,4,-,11
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,83,9,92,20,9,11,2,3
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,92,9,100,20,8,11,0,1
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,101,10,107,21,6,11,2,3
C_21,../../01.Datasets/processed/images_train/fechas/C_21.jpg,106,9,114,20,8,11,1,2
C_211,../../01.Datasets/processed/images_train/fechas/C_211.jpg,43,9,52,17,9,8,2,3
